member_id,join_date,membership_tier,home_club,age,gender,monthly_fee,churn_date,total_checkins,avg_app_login_minutes,trainer_sessions,unique_clubs,unique_classes,total_sales,avg_profit_margin,is_churned,tier_code
M000600,2024-03-11,Student,Astoria_Fit,60,F,39.99,,15,59.6,1,11,3,197.05,0.2725,0,3
M000601,2023-10-05,Student,Manhattan_Premium,51,M,39.99,,13,51.76923076923077,1,10,2,21.78,0.37333333333333335,0,3
M000602,2024-01-15,Student,Midtown_Elite,48,F,39.99,,23,44.21739130434783,2,12,4,217.32,0.395,0,3
M000603,2024-03-17,Student,NYC_Downtown,41,F,39.99,,14,29.642857142857142,2,9,4,123.78999999999999,0.3,0,3
M000604,2023-05-06,VIP,NYC_Downtown,34,M,129.99,,12,36.916666666666664,1,8,1,69.03,0.44,0,4
M000605,2024-04-18,Senior,Midtown_Elite,22,F,44.99,,11,25.818181818181817,1,8,3,94.56,0.38999999999999996,0,2
M000606,2024-12-18,VIP,Queens_Central,38,M,129.99,2025-09-12,11,54.72727272727273,0,9,3,105.06,0.255,1,4
M000607,2024-04-29,Senior,Staten_Island,47,F,44.99,,12,32.333333333333336,1,10,2,135.29,0.35250000000000004,0,2
M000608,2024-01-20,Senior,Chinatown_Active,35,F,44.99,,20,46.65,1,11,3,243.36,0.33599999999999997,0,2
M000609,2023-09-11,Premium,Williamsburg,41,Other,79.99,,14,16.642857142857142,0,9,2,344.52,0.32,0,1
M000610,2023-12-11,Premium,Staten_Island,29,Other,79.99,,12,38.25,0,10,1,165.32999999999998,0.3525,0,1
M000611,2023-04-27,Student,Astoria_Fit,25,Other,39.99,,14,23.214285714285715,1,9,5,0.0,0.0,0,3
M000612,2023-10-06,Basic,Williamsburg,20,F,49.99,,15,35.6,3,9,5,159.19,0.34,0,0
M000613,2024-11-24,VIP,Financial_District,60,Other,129.99,,9,64.0,0,7,3,125.71,0.3466666666666667,0,4
M000614,2023-04-11,VIP,Manhattan_Premium,51,Other,129.99,,16,35.4375,0,9,3,83.95,0.30000000000000004,0,4
M000615,2024-10-31,Basic,NYC_Uptown,65,M,49.99,,15,30.8,1,11,5,266.12,0.29333333333333333,0,0
M000616,2024-07-21,Premium,Harlem_Strong,44,M,79.99,,20,54.2,2,12,6,182.79,0.366,0,1
M000617,2023-02-15,Senior,Midtown_Elite,51,Other,44.99,,17,38.88235294117647,1,11,3,90.34,0.33,0,2
M000618,2024-09-14,Basic,Harlem_Strong,48,F,49.99,,14,29.071428571428573,0,9,5,53.38,0.43,0,0
M000619,2024-06-09,VIP,Staten_Island,60,M,129.99,,15,37.266666666666666,1,9,2,118.16,0.36250000000000004,0,4
M000620,2023-02-13,VIP,Manhattan_Premium,59,Other,129.99,,17,24.11764705882353,1,12,5,98.64999999999999,0.3116666666666667,0,4
M000621,2023-03-19,Basic,Harlem_Strong,42,M,49.99,,18,32.22222222222222,1,10,3,122.72999999999999,0.308,0,0
M000622,2024-08-29,Senior,Harlem_Strong,60,F,44.99,,16,24.125,0,8,3,140.55,0.382,0,2
M000623,2023-01-11,VIP,Harlem_Strong,33,F,129.99,,19,37.89473684210526,0,10,4,132.85,0.3466666666666667,0,4
M000624,2024-07-09,VIP,Financial_District,61,M,129.99,2026-02-06,10,38.0,0,9,3,305.71,0.3457142857142857,1,4
M000625,2024-09-03,Student,Brooklyn_Heights,53,M,39.99,,14,27.571428571428573,0,10,5,125.11000000000001,0.42,0,3
M000626,2024-08-11,VIP,Staten_Island,21,M,129.99,,14,44.357142857142854,0,8,4,0.0,0.0,0,4
M000627,2023-12-30,VIP,Astoria_Fit,48,F,129.99,,12,51.416666666666664,1,9,3,107.84,0.4425,0,4
M000628,2023-03-17,Senior,Midtown_Elite,18,M,44.99,,18,35.77777777777778,0,12,1,39.8,0.46,0,2
M000629,2024-11-24,Student,Manhattan_Premium,30,F,39.99,2025-09-27,10,46.6,1,7,1,209.81,0.4166666666666667,1,3
M000630,2024-11-08,Senior,Bronx_Fitness,68,M,44.99,,14,35.285714285714285,0,10,3,104.79,0.32666666666666666,0,2
M000631,2023-11-24,Student,NYC_Uptown,51,F,39.99,,8,39.25,1,6,1,210.18,0.3485714285714286,0,3
M000632,2024-02-14,Basic,Chinatown_Active,66,F,49.99,,27,19.037037037037038,0,12,7,227.36,0.36375,0,0
M000633,2024-08-08,Basic,Harlem_Strong,26,M,49.99,,14,42.714285714285715,1,8,3,61.260000000000005,0.32,0,0
M000634,2024-10-07,VIP,Chinatown_Active,28,Other,129.99,,19,66.6842105263158,2,12,3,74.63,0.24,0,4
M000635,2024-01-12,Premium,Upper_East_Side,40,F,79.99,,9,33.77777777777778,0,8,4,221.42000000000002,0.3566666666666667,0,1
M000636,2023-06-15,VIP,Staten_Island,35,Other,129.99,,14,59.92857142857143,0,10,3,121.69,0.3433333333333333,0,4
M000637,2024-05-12,VIP,Bronx_Fitness,19,M,129.99,,19,45.05263157894737,3,11,5,174.48,0.422,0,4
M000638,2023-02-18,Student,Manhattan_Premium,40,M,39.99,2023-12-19,13,51.84615384615385,1,12,2,137.68,0.314,1,3
M000639,2024-09-15,VIP,Queens_Central,53,M,129.99,,13,24.846153846153847,1,8,5,61.18,0.3333333333333333,0,4
M000640,2023-04-26,Basic,Bronx_Fitness,30,F,49.99,,19,38.421052631578945,1,12,4,100.07,0.2333333333333333,0,0
M000641,2023-08-22,Basic,Manhattan_Premium,24,Other,49.99,,13,37.46153846153846,0,7,3,37.84,0.3633333333333333,0,0
M000642,2024-01-17,Senior,Astoria_Fit,57,F,44.99,,17,34.529411764705884,0,10,5,40.71,0.47,0,2
M000643,2024-04-22,Basic,Manhattan_Premium,23,F,49.99,,8,55.0,1,8,3,95.13,0.28500000000000003,0,0
M000644,2023-04-26,Basic,Manhattan_Premium,65,Other,49.99,,17,37.05882352941177,1,12,5,237.11,0.32,0,0
M000645,2023-04-01,Student,Bronx_Fitness,52,M,39.99,,17,25.705882352941178,2,11,4,86.49000000000001,0.3775,0,3
M000646,2023-07-07,Senior,Bronx_Fitness,20,Other,44.99,,19,28.105263157894736,3,11,5,174.93,0.27666666666666667,0,2
M000647,2023-09-19,Basic,Long_Island_City,70,M,49.99,,14,35.42857142857143,2,8,4,99.88000000000001,0.378,0,0
M000648,2023-09-08,Premium,Astoria_Fit,58,F,79.99,2024-05-25,10,45.2,1,7,2,142.85000000000002,0.43,1,1
M000649,2024-03-26,Student,Chinatown_Active,23,M,39.99,,16,24.25,2,9,3,310.11,0.35,0,3
M000650,2023-11-18,VIP,Brooklyn_Heights,50,F,129.99,,22,59.5,0,11,4,153.46,0.32285714285714284,0,4
M000651,2023-06-17,VIP,Upper_East_Side,41,Other,129.99,,18,27.555555555555557,0,11,6,152.28,0.29500000000000004,0,4
M000652,2024-08-16,Student,Bronx_Fitness,61,F,39.99,2024-10-02,14,41.785714285714285,0,10,2,84.33,0.22999999999999998,1,3
M000653,2024-01-13,Student,Chinatown_Active,61,F,39.99,,12,40.166666666666664,0,8,2,114.86,0.36,0,3
M000654,2024-01-23,Basic,Staten_Island,53,F,49.99,,13,34.92307692307692,0,7,3,151.46,0.4175,0,0
M000655,2024-10-03,Basic,Queens_Central,60,F,49.99,,19,29.894736842105264,1,11,6,195.92,0.3466666666666667,0,0
M000656,2024-06-26,Premium,Financial_District,62,Other,79.99,,22,34.09090909090909,0,13,5,44.72,0.36,0,1
M000657,2024-05-31,Student,Manhattan_Premium,62,M,39.99,,15,40.53333333333333,1,11,3,129.79,0.3175,0,3
M000658,2024-05-16,Student,Bronx_Fitness,67,F,39.99,,8,12.125,1,8,0,235.13,0.31375,0,3
M000659,2024-09-07,Student,Chinatown_Active,40,Other,39.99,,21,52.142857142857146,0,12,5,39.739999999999995,0.42,0,3
M000660,2023-07-21,Premium,Long_Island_City,21,F,79.99,,17,30.352941176470587,1,11,4,20.65,0.32,0,1
M000661,2024-11-14,Senior,Brooklyn_Heights,69,Other,44.99,,14,37.0,0,8,3,170.64,0.3225,0,2
M000662,2024-08-21,Premium,Midtown_Elite,31,Other,79.99,,13,42.07692307692308,1,9,4,51.18,0.3133333333333333,0,1
M000663,2023-03-09,Premium,Financial_District,65,F,79.99,,14,41.42857142857143,0,10,3,120.44,0.41000000000000003,0,1
M000664,2023-07-24,Senior,Queens_Central,67,F,44.99,,11,35.36363636363637,1,8,3,165.12,0.364,0,2
M000665,2024-10-03,VIP,Manhattan_Premium,28,M,129.99,,10,38.8,0,8,5,138.89,0.30000000000000004,0,4
M000666,2024-05-03,VIP,Upper_East_Side,65,M,129.99,,19,31.263157894736842,0,12,4,218.12,0.37999999999999995,0,4
M000667,2024-08-05,Premium,NYC_Downtown,37,F,79.99,2025-08-13,15,54.666666666666664,1,10,5,85.88,0.37,1,1
M000668,2024-08-28,Senior,Manhattan_Premium,25,Other,44.99,,14,39.0,1,9,6,85.96000000000001,0.4033333333333333,0,2
M000669,2024-01-31,Premium,NYC_Uptown,26,Other,79.99,,7,35.857142857142854,0,7,1,79.9,0.35,0,1
M000670,2023-04-29,Student,Long_Island_City,21,Other,39.99,,10,36.2,1,7,1,169.0,0.41,0,3
M000671,2023-11-22,VIP,Brooklyn_Heights,24,F,129.99,,12,23.25,1,8,4,347.75,0.31142857142857144,0,4
M000672,2024-09-08,Basic,Long_Island_City,58,F,49.99,,21,21.333333333333332,1,12,3,0.0,0.0,0,0
M000673,2024-01-16,Basic,Manhattan_Premium,54,F,49.99,,10,31.5,0,7,2,177.89,0.365,0,0
M000674,2024-03-15,VIP,NYC_Uptown,43,F,129.99,,14,52.142857142857146,0,8,3,89.63,0.385,0,4
M000675,2023-11-30,Premium,Upper_East_Side,37,Other,79.99,,21,48.38095238095238,1,11,3,21.97,0.49,0,1
M000676,2023-06-17,Student,Staten_Island,54,Other,39.99,,13,31.23076923076923,2,10,4,135.82999999999998,0.4033333333333333,0,3
M000677,2023-11-19,VIP,Harlem_Strong,29,F,129.99,2024-05-01,13,58.07692307692308,1,9,3,91.23,0.395,1,4
M000678,2023-12-02,VIP,Bronx_Fitness,60,Other,129.99,2024-07-19,17,29.58823529411765,1,11,5,164.84,0.33749999999999997,1,4
M000679,2024-08-26,Basic,Manhattan_Premium,39,M,49.99,,13,43.76923076923077,0,9,2,221.03,0.346,0,0
M000680,2024-02-03,Premium,Manhattan_Premium,31,Other,79.99,,16,48.6875,1,10,2,87.38,0.3633333333333333,0,1
M000681,2024-12-06,Basic,Staten_Island,53,Other,49.99,,15,42.2,1,8,2,46.96,0.30500000000000005,0,0
M000682,2024-03-06,Basic,Staten_Island,59,M,49.99,,10,35.9,1,8,3,156.92000000000002,0.3333333333333333,0,0
M000683,2024-10-23,Senior,Astoria_Fit,61,F,44.99,,15,25.4,0,11,3,96.37,0.2675,0,2
M000684,2024-03-27,Senior,Upper_East_Side,45,M,44.99,,13,28.153846153846153,1,8,3,116.05,0.28500000000000003,0,2
M000685,2023-02-04,Basic,Manhattan_Premium,20,M,49.99,,10,52.0,0,10,2,111.4,0.36,0,0
M000686,2023-04-25,Basic,Chinatown_Active,61,M,49.99,,14,47.42857142857143,2,10,3,181.74,0.2875,0,0
M000687,2024-04-09,Premium,Brooklyn_Heights,46,F,79.99,,16,45.3125,1,9,3,489.92,0.39111111111111113,0,1
M000688,2024-01-09,VIP,Midtown_Elite,27,M,129.99,,15,31.4,1,11,3,43.980000000000004,0.325,0,4
M000689,2024-04-13,Premium,Queens_Central,60,F,79.99,,14,42.0,1,6,1,93.97,0.275,0,1
M000690,2023-08-25,Student,Chinatown_Active,33,F,39.99,2025-07-03,11,29.818181818181817,0,8,2,147.07999999999998,0.28500000000000003,1,3
M000691,2023-11-19,Basic,NYC_Uptown,38,M,49.99,,13,25.846153846153847,0,6,3,132.28,0.33,0,0
M000692,2024-02-13,Student,Financial_District,60,M,39.99,2025-08-09,15,26.466666666666665,1,10,5,70.8,0.365,1,3
M000693,2023-02-24,VIP,Queens_Central,32,Other,129.99,,18,44.833333333333336,1,12,4,253.92000000000002,0.36428571428571427,0,4
M000694,2024-02-04,VIP,Manhattan_Premium,70,M,129.99,2024-12-08,16,22.6875,0,9,5,76.99000000000001,0.35,1,4
M000695,2024-06-08,Student,Astoria_Fit,70,Other,39.99,,13,30.46153846153846,2,9,3,133.05,0.42,0,3
M000696,2024-05-10,Senior,Upper_East_Side,29,Other,44.99,,19,40.78947368421053,1,9,3,19.07,0.48,0,2
M000697,2024-07-15,Senior,Upper_East_Side,40,Other,44.99,,14,37.142857142857146,1,11,3,51.26,0.42,0,2
M000698,2023-07-25,Basic,Upper_East_Side,19,M,49.99,,11,42.36363636363637,0,7,2,53.64,0.23,0,0
M000699,2024-05-13,VIP,Harlem_Strong,38,F,129.99,,9,27.22222222222222,0,8,1,74.59,0.33,0,4
M000700,2024-07-04,Basic,Midtown_Elite,22,F,49.99,,13,26.53846153846154,0,8,2,289.27,0.32,0,0
M000701,2024-08-01,Student,Manhattan_Premium,29,Other,39.99,2025-10-04,17,32.64705882352941,0,10,3,111.12,0.325,1,3
M000702,2024-08-12,Student,Staten_Island,70,M,39.99,,15,22.733333333333334,1,9,2,93.56,0.235,0,3
M000703,2024-06-21,Basic,Staten_Island,34,F,49.99,,14,46.5,0,9,2,133.57,0.305,0,0
M000704,2023-03-23,Premium,Chinatown_Active,42,Other,79.99,,18,32.05555555555556,2,8,2,241.63,0.4,0,1
M000705,2024-01-02,Senior,NYC_Uptown,65,Other,44.99,,14,37.285714285714285,0,10,4,268.96,0.335,0,2
M000706,2023-12-06,Premium,Staten_Island,62,Other,79.99,,15,29.4,2,10,2,203.89,0.388,0,1
M000707,2024-12-05,Student,Long_Island_City,56,Other,39.99,2025-03-29,15,22.8,1,11,2,190.89000000000001,0.35,1,3
M000708,2023-02-13,VIP,Astoria_Fit,48,F,129.99,,15,46.666666666666664,2,11,4,39.0,0.3,0,4
M000709,2024-12-29,VIP,Astoria_Fit,33,F,129.99,2026-04-15,18,44.55555555555556,2,12,5,21.77,0.49,1,4
M000710,2024-09-27,Premium,Upper_East_Side,33,Other,79.99,,19,31.473684210526315,0,11,3,121.53999999999999,0.25666666666666665,0,1
M000711,2023-02-09,Student,Manhattan_Premium,38,Other,39.99,,17,48.705882352941174,1,10,4,175.44,0.375,0,3
M000712,2023-06-05,Student,Brooklyn_Heights,25,Other,39.99,,15,39.86666666666667,1,11,3,79.13,0.35,0,3
M000713,2023-01-27,Basic,Brooklyn_Heights,69,F,49.99,,20,50.6,1,10,3,148.11,0.375,0,0
M000714,2024-07-26,Student,Queens_Central,50,F,39.99,,10,21.9,0,7,1,35.78,0.43,0,3
M000715,2024-06-26,Senior,Bronx_Fitness,40,F,44.99,,16,36.125,1,10,4,39.42,0.22,0,2
M000716,2024-01-06,Basic,Staten_Island,26,F,49.99,,14,34.714285714285715,0,10,3,136.09,0.4166666666666667,0,0
M000717,2024-01-15,Student,Harlem_Strong,31,F,39.99,,16,27.375,2,10,5,145.25,0.4075,0,3
M000718,2024-12-08,Basic,NYC_Uptown,31,Other,49.99,,16,53.5,1,9,6,84.55,0.3633333333333333,0,0
M000719,2024-02-05,VIP,NYC_Downtown,65,M,129.99,,13,23.076923076923077,0,9,5,160.42000000000002,0.345,0,4
M000720,2023-05-07,Premium,NYC_Downtown,34,M,79.99,,13,18.692307692307693,0,8,3,127.00999999999999,0.42000000000000004,0,1
M000721,2023-08-23,Senior,Bronx_Fitness,40,Other,44.99,,11,28.454545454545453,0,8,5,75.98,0.375,0,2
M000722,2024-10-20,Senior,NYC_Downtown,46,M,44.99,,17,35.64705882352941,3,10,6,209.47,0.335,0,2
M000723,2023-11-11,Premium,Bronx_Fitness,50,Other,79.99,,22,38.86363636363637,3,11,2,187.94,0.3875,0,1
M000724,2024-03-10,Basic,NYC_Uptown,51,Other,49.99,,14,40.5,2,11,3,103.75999999999999,0.286,0,0
M000725,2024-08-28,VIP,Long_Island_City,25,Other,129.99,2025-07-24,18,41.55555555555556,3,12,4,9.2,0.37,1,4
M000726,2023-08-11,Student,Financial_District,51,Other,39.99,,12,24.416666666666668,2,7,3,93.24,0.45999999999999996,0,3
M000727,2024-08-22,Premium,Chinatown_Active,34,Other,79.99,,11,8.0,0,7,1,99.14,0.31,0,1
M000728,2023-06-07,Premium,Financial_District,32,Other,79.99,,8,63.125,1,7,4,81.4,0.302,0,1
M000729,2023-07-05,VIP,Upper_East_Side,53,F,129.99,,24,39.875,0,13,4,238.11,0.3575,0,4
M000730,2024-11-27,Premium,Long_Island_City,49,Other,79.99,,15,22.866666666666667,0,10,3,191.02,0.3516666666666666,0,1
M000731,2023-01-10,Senior,Brooklyn_Heights,44,M,44.99,,21,45.095238095238095,2,12,5,28.93,0.29,0,2
M000732,2024-03-10,Basic,Midtown_Elite,23,F,49.99,,17,30.88235294117647,0,11,5,192.07,0.32,0,0
M000733,2023-03-06,Basic,Astoria_Fit,45,Other,49.99,,10,49.4,0,8,2,398.48,0.36,0,0
M000734,2024-06-10,Student,Harlem_Strong,54,M,39.99,,10,58.5,0,7,1,32.41,0.21,0,3
M000735,2024-09-01,VIP,Long_Island_City,20,Other,129.99,,15,48.666666666666664,0,11,4,91.60000000000001,0.3675,0,4
M000736,2023-03-26,VIP,Astoria_Fit,23,M,129.99,,16,51.625,0,7,5,165.76,0.32,0,4
M000737,2024-05-08,Senior,Astoria_Fit,34,M,44.99,,14,61.357142857142854,0,11,3,144.99,0.4566666666666667,0,2
M000738,2024-07-20,Basic,Bronx_Fitness,70,Other,49.99,2025-01-21,12,45.25,1,8,4,0.0,0.0,1,0
M000739,2024-08-26,VIP,Astoria_Fit,53,F,129.99,,18,43.166666666666664,3,11,4,73.18,0.26,0,4
M000740,2024-06-21,Senior,Upper_East_Side,58,M,44.99,,10,31.2,1,8,3,159.28,0.33999999999999997,0,2
M000741,2023-09-29,Basic,Financial_District,59,Other,49.99,,11,34.0,0,8,2,214.07,0.345,0,0
M000742,2024-12-31,Basic,Williamsburg,24,F,49.99,2026-02-28,16,19.375,0,11,5,45.08,0.4,1,0
M000743,2023-09-15,VIP,Astoria_Fit,36,Other,129.99,,21,37.476190476190474,0,10,5,51.64,0.35,0,4
M000744,2024-08-12,Premium,Queens_Central,57,M,79.99,,8,27.0,0,6,0,213.60999999999999,0.3175,0,1
M000745,2023-12-16,Senior,Williamsburg,40,M,44.99,,21,35.714285714285715,1,13,3,224.37,0.3625,0,2
M000746,2024-01-28,Student,Long_Island_City,41,Other,39.99,,21,34.80952380952381,1,14,4,308.07,0.32999999999999996,0,3
M000747,2024-06-13,VIP,Queens_Central,46,Other,129.99,,10,12.9,1,7,2,138.69,0.358,0,4
M000748,2024-03-12,VIP,Bronx_Fitness,47,M,129.99,,19,40.73684210526316,1,10,4,57.870000000000005,0.4466666666666666,0,4
M000749,2023-02-16,Basic,Upper_East_Side,66,M,49.99,,13,49.38461538461539,1,9,1,114.63,0.2966666666666667,0,0
M000750,2023-06-05,Premium,Bronx_Fitness,46,Other,79.99,2024-07-22,11,34.36363636363637,1,7,1,170.53,0.344,1,1
M000751,2023-02-23,Student,Chinatown_Active,36,Other,39.99,,9,26.555555555555557,1,7,2,46.1,0.345,0,3
M000752,2023-10-15,Senior,Brooklyn_Heights,22,Other,44.99,2025-06-10,11,11.272727272727273,0,7,1,176.09,0.3325,1,2
M000753,2024-07-19,VIP,Brooklyn_Heights,30,F,129.99,,10,19.0,1,8,3,279.29,0.285,0,4
M000754,2023-08-03,VIP,Harlem_Strong,40,Other,129.99,,10,35.6,0,6,1,30.14,0.36,0,4
M000755,2023-05-08,Premium,Queens_Central,18,M,79.99,,13,27.307692307692307,1,10,3,118.63,0.3033333333333333,0,1
M000756,2023-03-27,Premium,Manhattan_Premium,38,M,79.99,,13,38.23076923076923,0,8,3,157.67,0.345,0,1
M000757,2023-12-31,VIP,Brooklyn_Heights,40,Other,129.99,,15,36.8,1,8,3,18.43,0.32,0,4
M000758,2023-08-06,VIP,Astoria_Fit,50,F,129.99,,8,69.875,0,6,3,225.04999999999998,0.385,0,4
M000759,2023-08-22,Student,Upper_East_Side,48,M,39.99,,15,33.13333333333333,0,10,4,92.78,0.305,0,3
M000760,2024-07-26,VIP,Harlem_Strong,22,M,129.99,,14,19.285714285714285,1,10,3,76.63,0.27,0,4
M000761,2024-01-25,Basic,NYC_Uptown,41,F,49.99,2024-04-20,16,46.1875,0,11,5,134.06,0.32666666666666666,1,0
M000762,2024-12-02,Basic,Manhattan_Premium,32,Other,49.99,2026-09-03,16,29.3125,0,11,3,79.48,0.36333333333333334,1,0
M000763,2023-08-20,Premium,Midtown_Elite,62,F,79.99,,11,23.818181818181817,1,7,2,169.26,0.33666666666666667,0,1
M000764,2024-01-13,Student,Financial_District,40,F,39.99,,16,28.5625,2,11,6,166.85,0.284,0,3
M000765,2023-12-05,Premium,Staten_Island,69,F,79.99,,15,21.333333333333332,0,10,2,0.0,0.0,0,1
M000766,2024-11-19,Premium,Staten_Island,65,M,79.99,,14,21.285714285714285,1,10,4,162.21,0.4225,0,1
M000767,2024-07-17,Basic,Chinatown_Active,30,F,49.99,2024-11-09,15,25.933333333333334,1,10,3,105.78,0.36,1,0
M000768,2023-07-21,Basic,Harlem_Strong,61,Other,49.99,,20,43.3,1,10,4,107.37,0.36999999999999994,0,0
M000769,2023-02-03,Senior,Astoria_Fit,23,M,44.99,2023-04-20,13,16.076923076923077,0,8,2,9.71,0.29,1,2
M000770,2024-12-16,VIP,Chinatown_Active,23,F,129.99,,17,56.1764705882353,3,12,4,50.06,0.39,0,4
M000771,2024-08-24,Basic,Harlem_Strong,39,F,49.99,,17,32.294117647058826,1,11,3,21.619999999999997,0.35333333333333333,0,0
M000772,2023-01-21,VIP,Financial_District,28,F,129.99,,13,26.923076923076923,0,9,6,164.51,0.3466666666666667,0,4
M000773,2024-02-23,Senior,Queens_Central,69,Other,44.99,,21,33.857142857142854,1,11,4,120.69999999999999,0.39,0,2
M000774,2023-08-09,Premium,Financial_District,47,F,79.99,2024-12-26,20,44.15,1,12,6,112.75,0.4366666666666667,1,1
M000775,2024-11-03,VIP,NYC_Downtown,67,Other,129.99,,14,45.642857142857146,0,9,2,68.18,0.36000000000000004,0,4
M000776,2024-12-20,Basic,Queens_Central,26,Other,49.99,,10,53.7,1,8,2,74.1,0.255,0,0
M000777,2023-10-06,VIP,Harlem_Strong,22,Other,129.99,,18,40.44444444444444,1,12,3,114.84,0.34500000000000003,0,4
M000778,2023-01-12,VIP,Brooklyn_Heights,51,M,129.99,2024-01-27,7,10.714285714285714,0,6,1,28.11,0.245,1,4
M000779,2023-04-08,VIP,Harlem_Strong,61,F,129.99,,19,27.842105263157894,2,12,6,26.36,0.23,0,4
M000780,2024-07-18,Student,Williamsburg,44,F,39.99,,12,31.333333333333332,0,6,3,109.88,0.45999999999999996,0,3
M000781,2023-04-02,Basic,Upper_East_Side,46,F,49.99,,17,31.647058823529413,0,9,5,133.17,0.3875,0,0
M000782,2024-12-18,Student,Harlem_Strong,47,F,39.99,,12,17.416666666666668,0,9,3,140.89,0.45499999999999996,0,3
M000783,2023-04-23,Senior,Harlem_Strong,67,Other,44.99,,13,39.84615384615385,1,11,2,187.69,0.35833333333333334,0,2
M000784,2024-06-27,Basic,Harlem_Strong,65,M,49.99,,19,37.473684210526315,1,11,4,2.73,0.32,0,0
M000785,2023-11-06,Student,Queens_Central,69,Other,39.99,,13,20.384615384615383,1,7,4,100.44999999999999,0.33999999999999997,0,3
M000786,2023-07-16,Premium,Brooklyn_Heights,41,M,79.99,,15,33.93333333333333,0,9,3,119.28,0.3925,0,1
M000787,2023-10-08,Basic,Staten_Island,37,Other,49.99,,10,35.8,1,6,4,89.36,0.4066666666666667,0,0
M000788,2024-09-20,Basic,Brooklyn_Heights,30,Other,49.99,,15,23.6,1,9,2,199.14999999999998,0.40249999999999997,0,0
M000789,2023-04-28,Student,Brooklyn_Heights,18,Other,39.99,,16,45.25,0,10,3,104.59,0.395,0,3
M000790,2024-08-28,Student,Manhattan_Premium,30,M,39.99,,21,28.714285714285715,0,11,2,60.47,0.435,0,3
M000791,2023-12-31,Student,NYC_Downtown,63,F,39.99,,15,47.13333333333333,2,9,3,106.5,0.43,0,3
M000792,2023-12-15,Student,Bronx_Fitness,38,Other,39.99,,9,40.22222222222222,0,7,0,197.01000000000002,0.3525,0,3
M000793,2023-05-26,Basic,Harlem_Strong,58,Other,49.99,,5,40.2,0,5,1,235.21,0.35000000000000003,0,0
M000794,2023-04-18,VIP,Upper_East_Side,57,M,129.99,2023-10-09,22,31.90909090909091,1,13,6,68.62,0.35,1,4
M000795,2024-01-18,Student,Brooklyn_Heights,36,F,39.99,,19,32.8421052631579,0,11,3,284.15999999999997,0.4042857142857143,0,3
M000796,2024-02-07,Student,NYC_Downtown,68,Other,39.99,,8,31.25,1,6,1,38.269999999999996,0.3,0,3
M000797,2023-12-21,Student,Midtown_Elite,67,M,39.99,,13,52.92307692307692,1,9,2,138.11,0.3133333333333333,0,3
M000798,2024-02-23,Premium,Bronx_Fitness,57,F,79.99,,8,71.875,0,6,1,8.87,0.45,0,1
M000799,2023-12-02,Senior,Financial_District,62,M,44.99,,14,43.57142857142857,0,10,1,74.09,0.27,0,2
M000800,2023-10-11,VIP,Williamsburg,28,M,129.99,,11,32.27272727272727,0,8,2,152.55,0.305,0,4
M000801,2023-10-15,Student,Long_Island_City,38,M,39.99,,11,23.818181818181817,0,8,3,149.98000000000002,0.32,0,3
M000802,2024-10-13,Premium,Astoria_Fit,57,M,79.99,,18,36.22222222222222,1,10,4,103.63999999999999,0.41,0,1
M000803,2024-04-30,Premium,Brooklyn_Heights,31,M,79.99,,18,49.72222222222222,0,9,5,10.41,0.3,0,1
M000804,2024-08-11,Premium,Manhattan_Premium,56,F,79.99,,12,38.25,2,8,4,234.91,0.3242857142857143,0,1
M000805,2023-06-19,VIP,Midtown_Elite,40,F,129.99,,15,25.4,0,9,3,55.93,0.3433333333333333,0,4
M000806,2023-11-19,VIP,Manhattan_Premium,44,Other,129.99,,16,18.25,0,13,5,11.12,0.41500000000000004,0,4
M000807,2024-11-04,Senior,NYC_Uptown,68,Other,44.99,,14,36.642857142857146,2,8,4,159.02,0.3075,0,2
M000808,2023-01-14,Student,Upper_East_Side,60,Other,39.99,,11,34.0,1,9,4,107.86,0.37333333333333335,0,3
M000809,2023-08-04,VIP,Astoria_Fit,18,F,129.99,,14,46.214285714285715,0,11,3,21.59,0.24,0,4
M000810,2023-09-30,VIP,Long_Island_City,31,F,129.99,,7,23.428571428571427,0,7,1,287.69,0.3416666666666666,0,4
M000811,2024-01-31,VIP,Williamsburg,33,M,129.99,,11,27.818181818181817,0,9,3,165.24,0.3333333333333333,0,4
M000812,2024-08-29,Basic,Financial_District,54,F,49.99,,13,26.076923076923077,2,9,4,67.89,0.41500000000000004,0,0
M000813,2024-10-18,Student,Williamsburg,44,F,39.99,2026-10-09,15,38.266666666666666,0,10,1,36.37,0.3275,1,3
M000814,2024-07-28,Premium,Financial_District,35,F,79.99,,11,41.09090909090909,0,7,3,22.5,0.48,0,1
M000815,2023-03-29,Premium,Chinatown_Active,54,M,79.99,,13,40.84615384615385,1,11,2,96.14,0.29333333333333333,0,1
M000816,2023-12-19,Student,Astoria_Fit,20,F,39.99,,12,38.916666666666664,1,8,2,113.37,0.41500000000000004,0,3
M000817,2023-11-09,VIP,Williamsburg,60,M,129.99,,13,36.0,1,9,0,25.63,0.37333333333333335,0,4
M000818,2023-08-26,VIP,Bronx_Fitness,50,Other,129.99,,13,45.69230769230769,0,8,5,63.57,0.345,0,4
M000819,2024-06-10,Student,Financial_District,51,F,39.99,,19,37.89473684210526,1,11,5,137.96,0.375,0,3
M000820,2023-02-10,Student,Midtown_Elite,67,Other,39.99,,17,31.941176470588236,1,11,4,148.04,0.3066666666666667,0,3
